况且 kuang4qie3 moreover; besides; in addition; furthermore
暂且 zan4qie3 for now; for the time being; temporarily"
qia2 拤 1  8054  "拤 qia2 to grip with both hands; to put one's hands on (one's hips)"
pou1 剖 1  8053 "解剖 剖析" "剖 pou1 to cut open; to analyze
解剖 jie3pou1 to dissect (an animal); to analyze; anatomy
剖析 pou1xi1 to analyze; to dissect"
pin3 品 1  8052 "产品 作品 品牌 商品" "品 pin3 (bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute)
产品 chan3pin3 goods; merchandise; product
作品 zuo4pin3 work (of art); opus
品牌 pin3pai2 brand name; trademark
商品 shang1pin3 commodity; goods; merchandise"
peng3 捧 1  8051 "捧场 吹捧" "捧 peng3 to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands); to praise; to flatter
捧场 peng3chang3 to cheer on (originally esp. as paid stooge); to root for sb; to sing sb's praises; to flatter
吹捧 chui1peng3 to flatter; to laud sb's accomplishments; adulation"
pen1 喷 1  8050 "喷泉 喷出 喷射 喷嚏" "喷 pen1 to puff; to spout; to spray; to spurt
喷泉 pen1quan2 fountain
喷出 pen1chu1 spout; spray; belch; to well up; to puff out; to spurt out
喷射 pen1she4 to spurt; to spray; to jet; spurt; spray; jet
喷嚏 pen1ti4 sneeze"
pang3 耪 1  8049  "耪 pang3 to hoe"
pai1 拍 1  8048 "拍摄 拍照 拍卖 拍打" "拍 pai1 to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music)
拍摄 pai1she4 to take (a picture); to shoot (a film)
拍照 pai1zhao4 to take a picture
拍卖 pai1mai4 to auction; auction sale; to sell at a reduced price
拍打 pai1da5 to pat; to slap; (of a bird) to flap (one's wings)"
nuan3 暖 1  8047 "温暖 暖气 暖和 取暖" "暖 nuan3 warm; to warm
温暖 wen1nuan3 warm
暖气 nuan3qi4 central heating; heater; warm air
暖和 nuan3huo5 warm; nice and warm
取暖 qu3nuan3 to warm oneself (by a fire etc)"
nou4 耨 1  8046  "耨 nou4 hoe; to hoe; to weed"
niu2 牛 1  8045 "牛奶 牛肉 牛津 牛仔" "牛 niu2 ox; cow; bull; (slang) awesome
牛奶 niu2nai3 cow's milk
牛肉 niu2rou4 beef
牛津 niu2jin1 oxford (city in england)
牛仔 niu2zai3 cowboy"
niu1 妞 1  8044  "妞 niu1 girl"
nin2 您 1  8043  
nie1 捏 1  8042 "捏造 拿捏 扭捏" "捏 nie1 to hold between the thumb and fingers; to pinch; to mold (using the fingers); to hold (lit. in one's hand and fig.); to join together; to fabricate (a story, a report, etc)
捏造 nie1zao4 to make up; to fabricate
拿捏 na2nie1 to grasp; (dialect) affecting shyness; coy; to create difficulties
扭捏 niu3nie5 affecting shyness or embarrassment; coy; mincing (walk, manner of speech); mannered"
niang4 酿 1  8041 "酝酿 酿成 酿酒 酿造" "酿 niang4 to ferment; to brew; to make honey (of bees); to lead to; to form gradually; wine; stuffed vegetables (cooking method)
酝酿 yun4niang4 (of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue); to hold exploratory discussions
酿成 niang4cheng2 to make (wine or spirits); (fig.) to lead to (a bad result)
酿酒 niang4jiu3 to make a fermented drink (i.e. to brew beer, make wine etc)
酿造 niang4zao4 to brew; to make (wine, vinegar, soybean paste etc) by fermentation"
niang2 娘 1  8040 "姑娘 新娘 大娘 娘家" "娘 niang2 mother; young lady; (coll.) effeminate
姑娘 gu1niang5 girl; young woman; young lady; daughter
新娘 xin1niang2 bride
大娘 da4niang2 (coll.) father's older brother's wife; aunt (polite address)
娘家 niang2jia5 married woman's parents' home"
ni1 妮 1  8039 "安妮 妮子" "妮 ni1 girl
安妮 an1ni1 annie (name)
妮子 ni1zi5 (coll.) lass; (dialect) little girl"
neng2 能 1  8038 "不能 可能 能够 只能" "能 neng2 can; to be able to; might possibly; ability; (physics) energy
不能 bu4neng2 cannot; must not; should not
可能 ke3neng2 might (happen); possible; probable; possibility; probability; maybe; perhaps
能够 neng2gou4 to be capable of; to be able to; can
只能 zhi3neng2 can only; obliged to do sth; to have no other choice"
nei4 内 1  8037 "内容 国内 内心 内部" "内 nei4 inside; inner; internal; within; interior
内容 nei4rong2 content; substance; details
国内 guo2nei4 domestic; internal (to a country); civil
内心 nei4xin1 heart; innermost being; (math.) incenter
内部 nei4bu4 interior; inside (part, section); internal"
nei3 馁 1  8036 气馁 "馁 nei3 (bound form) hungry; starving; (bound form) dispirited; (literary) (of fish) putrid
气馁 qi4nei3 to be discouraged"
ne4 讷 1  8035 木讷 "讷 ne4 to speak slowly; inarticulate
木讷 mu4ne4 wooden and slow of speech; slow-speeched; inarticulate; unsophisticated"
nao1 孬 1  8034  
nang4 齉 1  8033  "齉 nang4 stuffy (nose); nasal (voice)"
nan1 囡 1  8032 囡囡 "囡 nan1 child; daughter
囡囡 nan1nan1 little darling; baby"
mou3 某 1  8031 "某些 某种 某人 某某" "某 mou3 some; a certain; sb or sth indefinite; such-and-such
某些 mou3xie1 some; certain (things)
某种 mou3zhong3 some kind (of)
某人 mou3ren2 someone; a certain person; some people; i (self-address after one's surname)
某某 mou3mou3 so-and-so; such-and-such"
mou1 哞 1  8030  "哞 mou1 moo (sound made by cow)"
mo1 摸 1  8029 "抚摸 摸索 触摸 捉摸" "摸 mo1 to feel with the hand; to touch; to stroke; to grope; to steal; to abstract
抚摸 fu3mo1 to gently caress and stroke; to pet; to fondle
摸索 mo1suo5 to feel about; to grope about; to fumble; to do things slowly
触摸 chu4mo1 to touch
捉摸 zhuo1mo1 to fathom; to make sense of; to grasp"
ming4 命 1  8028 "生命 革命 命运 命令" "命 ming4 life; fate; order or command; to assign a name, title etc
生命 sheng1ming4 life (as the characteristic of living beings); living being; creature
革命 ge2ming4 to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning); revolution; revolutionary; to revolt (against sb or sth); to revolutionize (sth)
命运 ming4yun4 fate; destiny
命令 ming4ling4 order; command"
ming3 酩 1  8027  
miao1 喵 1  8026  "喵 miao1 cat's mewing"
mao1 猫 1  8025 "熊猫 野猫 猫眼 猫腻" "猫 mao1 cat; (dialect) to hide oneself; (coll.) modem
熊猫 xiong2mao1 panda
野猫 ye3mao1 wildcat; stray cat
猫眼 mao1yan3 peephole; chrysoberyl
猫腻 mao1ni4 (coll.) something fishy; shenanigans"
mang1 牤 1  8024  "牤 mang1 bull"
lun3 𫭢 1  8023  
lun1 抡 1  8022  "抡 lun1 to swing (one's arms, a heavy object); to wave (a sword, one's fists); to fling (money)"
luan4 乱 1  8021 "混乱 胡乱 慌乱 凌乱" "乱 luan4 in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary
混乱 hun4luan4 confusion; chaos; disorder
胡乱 hu2luan4 careless; reckless; casually; absent-mindedly; at will; at random; any old how
慌乱 huang1luan4 frenetic; hurried
凌乱 ling2luan4 messy; disarrayed; disheveled"
luan3 卵 1  8020 "卵巢 卵子 卵石 排卵" "卵 luan3 egg; ovum; spawn; (coll.) testicles; (expletive) fucking
卵巢 luan3chao2 ovary
卵子 luan3zi3 ovum
卵石 luan3shi2 cobble; cobblestone; pebble
排卵 pai2luan3 to ovulate"
lin1 拎 1  8019 "拎起 拎包" "拎 lin1 to lift up; to carry in one's hand
拎起 lin1qi3 to pick up (from the ground with one's hands)
拎包 lin1bao1 handbag or shopping bag (dialect)"
lie1 咧 1  8018 咧嘴 "咧 lie3 to draw back the corners of one's mouth
咧嘴 lie3zui3 to grin"
leng3 冷 1  8017 "冷静 寒冷 冷漠 冷冷" "冷 leng3 cold
冷静 leng3jing4 calm; cool-headed; dispassionate; (of a place) deserted; quiet
寒冷 han2leng3 cold (climate); frigid; very cold
冷漠 leng3mo4 cold and detached towards sb; lack of regard; indifference; neglect
冷冷 leng3leng3 coldly"
lao1 捞 1  8016 "打捞 捕捞 捞钱" "捞 lao1 to fish up; to dredge up
打捞 da3lao1 to salvage; to dredge; to fish out (person or object from the sea)
捕捞 bu3lao1 to fish for (aquatic animals and plants); to catch
捞钱 lao1qian2 lit. to dredge for money; to make money by reprehensible means; to fish for a quick buck"
lang1 啷 1  8015  "啷 lang1 clank"
la3 喇 1  8014 喇叭 "喇 la3 (phonetic)
喇叭 la3ba5 horn (automobile etc); loudspeaker; brass wind instrument; trumpet"
kun4 困 1  8013 "困难 贫困 困惑 困境" "困 kun4 to trap; to surround; hard-pressed; stranded; destitute; sleepy; tired
困难 kun4nan5 difficult; challenging; straitened circumstances; difficult situation
贫困 pin2kun4 impoverished; poverty
困惑 kun4huo4 bewildered; perplexed; confused; difficult problem; perplexity
困境 kun4jing4 predicament; plight"
kuang3 夼 1  8012  "夼 kuang3 low ground; hollow; depression (used in shandong place names)"
kuan3 款 1  8011 "贷款 存款 罚款 条款" "款 kuan3 section; paragraph; funds; classifier for versions or models (of a product)
贷款 dai4kuan3 a loan; to provide a loan (e.g. bank); to raise a loan (from e.g. a bank)
存款 cun2kuan3 to deposit money (in a bank etc); bank savings; bank deposit
罚款 fa2kuan3 to fine; penalty; fine (monetary)
条款 tiao2kuan3 clause (of contract or law)"
ku3 苦 1  8010 "痛苦 辛苦 艰苦 苦难" "苦 ku3 bitter; hardship; pain; to suffer; to bring suffering to; painstakingly
痛苦 tong4ku3 pain; suffering; painful
辛苦 xin1ku3 exhausting; hard; tough; arduous; to work hard; to go to a lot of trouble; hardship(s)
艰苦 jian1ku3 difficult; hard; arduous
苦难 ku3nan4 suffering"
kou3 口 1  8009 "门口 出口 人口 窗口" "口 kou3 mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls
门口 men2kou3 doorway; gate
出口 chu1kou3 an exit; to speak; to export; (of a ship) to leave port
人口 ren2kou3 population; people
窗口 chuang1kou3 window; opening providing restricted access (e.g. customer service window); computer operating system window; fig. medium; intermediary; showpiece; testing ground"
ken4 裉 1  8008  "裉 ken4 side seam in an upper garment"
kei1 剋 1  8007  "剋 kei1 to scold; to beat"
kao1 尻 1  8006  "尻 kao1 (literary) buttocks; rump; coccyx; sacrum"
huai4 坏 1  8005 "破坏 坏人 坏事 好坏" "坏 huai4 bad; spoiled; broken; to break down; (suffix) to the utmost
破坏 po4huai4 destruction; damage; to wreck; to break; to destroy
坏人 huai4ren2 bad person; villain
坏事 huai4shi4 bad thing; misdeed; to ruin things
好坏 hao3huai4 good or bad; good and bad; standard; quality; (coll.) very bad"
hou3 吼 1  8004 "怒吼 吼叫 吼声" "吼 hou3 to roar; to howl; to shriek; roar or howl of an animal; bellow of rage
怒吼 nu4hou3 to bellow; to rave; to snarl
吼叫 hou3jiao4 to howl
吼声 hou3sheng1 roar"
hou1 齁 1  8003  "齁 hou1 to snore; thirsty from excessively salty or sweet food; (dialect) very; extremely"
hen4 恨 1  8002 "仇恨 痛恨 怨恨 憎恨" "恨 hen4 to hate; to regret
仇恨 chou2hen4 to hate; hatred; enmity; hostility
痛恨 tong4hen4 to detest; to loathe; to abhor
怨恨 yuan4hen4 to resent; to harbor a grudge against; to loathe; resentment; rancor
憎恨 zeng1hen4 to detest; hatred"
hen2 痕 1  8001 "痕迹 伤痕 疤痕 泪痕" "痕 hen2 scar; traces
痕迹 hen2ji4 vestige; mark; trace
伤痕 shang1hen2 scar; bruise
疤痕 ba1hen2 scar
泪痕 lei4hen2 tear stains"
hang1 夯 1  8000 夯实 "夯 hang1 to tamp; (slang) popular; hot
夯实 hang1shi2 to tamp; to ram (earth etc)"
gun4 棍 1  7999 "棍子 光棍 冰棍 木棍" "棍 gun4 stick; rod; truncheon
棍子 gun4zi5 stick; rod
光棍 guang1gun4 gangster; hoodlum; a single person; bachelor
冰棍 bing1gun4 popsicle; ice lolly
木棍 mu4gun4 wooden stick"
guai3 拐 1  7998 "拐杖 拐弯 拐角 拐卖" "拐 guai3 to turn (a corner etc); to kidnap; to swindle; to misappropriate; cane; walking stick; crutch; old man's staff
拐杖 guai3zhang4 crutches; crutch; walking stick
拐弯 guai3wan1 to go round a curve; to turn a corner; fig. a new direction
拐角 guai3jiao3 to turn a corner; corner
拐卖 guai3mai4 human trafficking; to abduct and sell; to kidnap and sell"
gen2 哏 1  7997  "哏 gen2 funny; amusing; sth comical"
gai3 改 1  7996 "改变 改革 修改 改善" "改 gai3 to change; to alter; to transform; to correct
改变 gai3bian4 to change; to alter; to transform
改革 gai3ge2 reform; to reform
修改 xiu1gai3 to amend; to alter; to modify
改善 gai3shan4 to make better; to improve"
ga4 尬 1  7995 尴尬 "尬 ga4 embarrassing; awkwardly
尴尬 gan1ga4 awkward; embarrassed"
fen3 粉 1  7994 "粉碎 奶粉 粉丝 面粉" "粉 fen3 powder; cosmetic face powder; food prepared from starch; noodles or pasta made from any kind of flour; to turn to powder; (dialect) to whitewash; white; pink; to be a fan of
粉碎 fen3sui4 to crush; to smash; to shatter
奶粉 nai3fen3 powdered milk
粉丝 fen3si1 bean vermicelli; mung bean starch noodles; chinese vermicelli; cellophane noodles; enthusiast for sb or sth
面粉 mian4fen3 flour"
fang4 放 1  7993 "放弃 开放 放心 放下" "放 fang4 to put; to place; to release; to free; to let go; to let out; to set off (fireworks)
放弃 fang4qi4 to renounce; to abandon; to give up
开放 kai1fang4 to bloom; to open; to be open (to the public); to open up (to the outside); to be open-minded; unrestrained by convention; unconstrained in one's sexuality
放心 fang4xin1 to feel relieved; to feel reassured; to be at ease
放下 fang4xia4 to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc)"
en4 摁 1  7992  "摁 en4 to press (with one's finger or hand)"
ei1 诶 1  7991  "诶 ei1 hey (to call sb)"
dui1 堆 1  7990 "堆积 堆满 堆放 堆砌" "堆 dui1 to pile up; to heap up; a mass; pile; heap; stack; large amount
堆积 dui1ji1 to pile up; to heap; accumulation
堆满 dui1man3 to pile up
堆放 dui1fang4 to pile up; to stack
堆砌 dui1qi4 lit. to pile up (bricks); to pack; fig. to pad out (writing with fancy phrases); ornate rhetoric"
duan3 短 1  7989 "短信 短暂 短期 缩短" "短 duan3 short; brief; to lack; weak point; fault
短信 duan3xin4 text message; sms
短暂 duan3zan4 of short duration; brief; momentary
短期 duan3qi1 short term; short-term
缩短 suo1duan3 to curtail; to cut down"
dia3 嗲 1  7988  "嗲 dia3 coy; childish"
den4 扽 1  7987  "扽 den4 to yank; to pull tight"
de1 嘚 1  7986  
cuo3 脞 1  7985  "脞 cuo3 chopped meat; trifles"
cun4 寸 1  7984 "尺寸 英寸 分寸 方寸" "寸 cun4 a unit of length; inch; thumb
尺寸 chi3cun5 size; dimensions; measurements (esp. of clothes); (coll.) propriety
英寸 ying1cun4 inch (unit of length equal to 2.54 cm.)
分寸 fen1cun5 propriety; appropriate behavior; proper speech or action; within the norms
方寸 fang1cun4 heart; mind"
cun3 忖 1  7983 思忖 "忖 cun3 to ponder; to speculate; to consider; to guess
思忖 si1cun3 to ponder; to reckon; to turn sth over in one's mind"
cun2 存 1  7982 "存在 生存 保存 存款" "存 cun2 to exist; to deposit; to store; to keep; to survive
存在 cun2zai4 to exist; to be; existence
生存 sheng1cun2 to exist; to survive
保存 bao3cun2 to conserve; to preserve; to keep; to save (a file etc) (computing)
存款 cun2kuan3 to deposit money (in a bank etc); bank savings; bank deposit"
cu1 粗 1  7981 "粗糙 粗暴 粗俗 粗壮" "粗 cu1 coarse; rough; thick (for cylindrical objects); unfinished; vulgar; rude; crude; remote; distant
粗糙 cu1cao1 crude; gruff; rough; coarse
粗暴 cu1bao4 rough; cruel
粗俗 cu1su2 vulgar
粗壮 cu1zhuang4 thick and solid"
chun3 蠢 1  7980 "愚蠢 蠢事 蠢货" "蠢 chun3 stupid; stupid; sluggish; clumsy; to wiggle (of worms); to move in a disorderly fashion
愚蠢 yu2chun3 silly; stupid
